sampleID.x,points,individualID,uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,recordType,supportingStemIndividualID,previouslyTaggedAs,samplingProtocolVersion,taxonID,scientificName,taxonRank,measuredBy,recordedBy,dataQF,api.utmZone,geoEasting,geoNorthing,adjCoordinateUncertainty,adjDecimalLatitude,adjDecimalLongitude,api.elevation,adjElevationUncertainty,collectDate,nitrogenPercent,carbonPercent,CNratio,extractChlAConc,extractChlBConc,extractCarotConc,dryMass,plantStatus,ligninPercent,cellulosePercent,leafArea,leafMassPerArea,dryMassFraction,plotType,subtype,plotLatitude,plotLongitude,datum,utmZone,plotEasting,plotNorthing,horzUncert,crdSource,elevation,vertUncert,nlcdClass,appMods,geometry,shpEasting,shpNorthing,longitude,latitude,H,DTM,ope,ect
CFC.SCBI008.QUAL-2.20170801,SCBI_008.basePlot.vst.41,NEON.PLA.D02.SCBI.01103,6722657d-67f0-41d4-ba5f-cf100faefb19,SCBI_008.basePlot.vst,8/13/14,vst_SCBI_2014,D02,SCBI,SCBI_008,40,NaN,41,2.5,330.3,NA,NA,NA,NEON.DOC.000987vE,QUAL,Quercus alba L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308193.002,747442.503,0.89,38.887763,-78.147164,336.71,1.41,2017-08-01T14:15:00Z,2.43,47.9,19.75,10.938,3.504,2.384,1.1863,Live,17.04,17.22,20278.1,58.501536,0.400114675,distributed,basePlot,38.887763,-78.147164,WGS84,17N,747443.714,4308190.84,0.29,GeoXH 6000,336.71,0.41,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.147164, 38.887763)",747442.4754,4308193.012,-78.1471778,38.88778298,37.5,364.7662487,12.90256256,318.6513138
CFC.SCBI008.QUMO4-1.20170801,SCBI_008.basePlot.vst.61,NEON.PLA.D02.SCBI.13011,c9cff9fd-efdd-471a-bc1f-d6fea3e8d6c8,SCBI_008.basePlot.vst,8/1/17,vst_SCBI_2017,D02,SCBI,SCBI_008,41,NaN,61,7.7,83.8,NA,NA,NA,NEON.DOC.000987vG,QUMO4,Quercus montana Willd.,species,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,17N,4308210.972,747468.4202,0.73,38.887932,-78.146961,332.55,1.17,2017-08-01T13:20:00Z,2.66,50.44,18.96,11.762,3.408,2.56,1.8353,Live,23.33,20.29,22472,81.670523,0.448169764,distributed,basePlot,38.887932,-78.146961,WGS84,17N,747460.763,4308210.115,0.13,GeoXH 6000,332.55,0.17,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.146961, 38.887932)",747468.418,4308210.947,-78.14687258,38.8879371,33.29999924,360.2656269,14.24981272,340.0709381
CFC.SCBI008.QURU-3.20170801,SCBI_008.basePlot.vst.49,NEON.PLA.D02.SCBI.13012,b2aaf7e6-defe-465f-b763-68d6761a7e11,SCBI_008.basePlot.vst,8/1/17,vst_SCBI_2017,D02,SCBI,SCBI_008,39,NaN,49,2.6,344.7,NA,NA,NA,NEON.DOC.000987vG,QURU,Quercus rubra L.,species,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,17N,4308202.285,747430.7055,0.79,38.887847,-78.147303,326.75,1.24,2017-08-01T20:14:00Z,2.2,49.18,22.35,11.512,4.124,2.536,1.4536,Live,29.01,19.25,15589.9,93.239854,0.476824668,distributed,basePlot,38.887847,-78.147303,WGS84,17N,747431.429,4308199.804,0.19,GeoXH 6000,326.75,0.24,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.147303, 38.887847)",747430.7429,4308202.312,-78.14730956,38.88786999,40.61999893,366.1574993,16.56624985,324.4707489
CFC.SCBI010.ACNEN-1.20170727,SCBI_010.basePlot.vst.41,NEON.PLA.D02.SCBI.01925,5473178c-84d3-498c-a76b-226873880dce,SCBI_010.basePlot.vst,9/3/14,vst_SCBI_2014,D02,SCBI,SCBI_010,40,NaN,41,8,276.6,NA,NA,NA,NEON.DOC.000987vE,ACNEN,Acer negundo L. var. negundo,variety,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4307919.481,749355.1491,0.79,38.88477,-78.12516,493.28,1.3,2017-07-27T14:24:00Z,2.82,48.27,17.09,8.149,2.835,2.245,0.8567,"Live, physically damaged",17.21,17.44,16293.7,52.578604,0.320201831,distributed,basePlot,38.88477,-78.12516,WGS84,17N,749363.082,4307918.552,0.19,GeoXH 6000,493.28,0.3,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.12516, 38.88477)",749355.135,4307919.471,-78.12525134,38.88478045,11.92000008,492.7512493,17.02912474,262.6141224
CFC.SCBI010.ACNEN-1.20170803,SCBI_010.basePlot.vst.51,NEON.PLA.D02.SCBI.01917,fd7fbc6e-3d1c-4acf-bee2-051cb389ab1c,SCBI_010.basePlot.vst,9/3/14,vst_SCBI_2014,D02,SCBI,SCBI_010,41,NaN,51,1.1,251,NA,NA,NA,NEON.DOC.000987vE,ACNEN,Acer negundo L. var. negundo,variety,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4307928.454,749373.5433,0.79,38.884859,-78.125024,498.29,1.21,2017-08-03T19:00:00Z,3.11,46.49,14.97,9.69,3.602,2.138,0.488,"Live, other damage",15.15,20.41,14877,32.802312,0.244219798,distributed,basePlot,38.884859,-78.125024,WGS84,17N,749374.553,4307928.81,0.19,GeoXH 6000,498.29,0.21,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-78.125024, 38.884859)",749373.5129,4307928.452,-78.12503646,38.88485606,18.90999985,504.6137524,19.07649982,259.8331251
CFC.SCBI011.LITU-1.20170801,SCBI_011.basePlot.vst.51,NEON.PLA.D02.SCBI.13013,a4ee177f-32a8-41d8-982c-e1669167c31a,SCBI_011.basePlot.vst,8/1/17,vst_SCBI_2017,D02,SCBI,SCBI_011,41,NaN,51,7.2,103.3,NA,NA,NA,NEON.DOC.000987vG,LITU,Liriodendron tulipifera L.,species,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,17N,4307326.598,748119.5248,0.77,38.879811,-78.139774,364.71,1.24,2017-08-01T18:05:00Z,2.17,45.41,20.89,11.334,4.062,2.468,0.564,Live,12.28,30.16,13683.6,41.217224,0.262973842,distributed,basePlot,38.879811,-78.139774,WGS84,17N,748112.484,4307328.297,0.17,GeoXH 6000,364.71,0.24,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.139774, 38.879811)",748119.4909,4307326.641,-78.13969429,38.87979451,39.59000015,399.8018742,16.13887495,184.8446884
CFC.SCBI011.LITU-2.20170801,SCBI_011.basePlot.vst.41,NEON.PLA.D02.SCBI.01758,3f965833-859d-4b8d-87c3-b802cae0ab6e,SCBI_011.basePlot.vst,8/28/14,vst_SCBI_2014,D02,SCBI,SCBI_011,41,NaN,41,3,33.4,NA,NA,NA,NEON.DOC.000987vE,LITU,Liriodendron tulipifera L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4307321.644,748103.4257,0.82,38.879732,-78.139901,366.38,1.3,2017-08-01T18:44:00Z,2.55,46.86,18.35,14.73,4.738,3.18,0.8275,Live,16.34,23.94,20041.3,41.289737,0.274579421,distributed,basePlot,38.879732,-78.139901,WGS84,17N,748101.737,4307319.15,0.22,GeoXH 6000,366.38,0.3,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.139901, 38.879732)",748103.3884,4307321.655,-78.1398815,38.87975418,38.22999954,397.8149986,21.5482499,153.9037476
CFC.SCBI011.LITU-3.20170801,SCBI_011.basePlot.vst.21,NEON.PLA.D02.SCBI.13014,f1587cea-7ef3-472f-8b55-11b6cd462785,SCBI_011.basePlot.vst,8/1/17,vst_SCBI_2017,D02,SCBI,SCBI_011,21,NaN,21,4.7,11.6,NA,NA,NA,NEON.DOC.000987vG,LITU,Liriodendron tulipifera L.,species,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,17N,4307302.74,748084.8796,0.8,38.879548,-78.140114,354.58,1.25,2017-08-01T21:20:00Z,2.14,45.6,21.34,11.934,3.894,2.766,0.753,Live,21.16,24.75,13195.4,57.065341,0.285086889,distributed,basePlot,38.879548,-78.140114,WGS84,17N,748083.976,4307298.123,0.2,GeoXH 6000,354.58,0.25,deciduousForest,brd|cdw|cfc|dhp|hbp|vst,"c(-78.140114, 38.879548)",748084.9211,4307302.727,-78.14010098,38.87958904,41.04999924,394.9387512,15.5599376,182.6836243
CFC.SCBI013.LITU-2.20170731,SCBI_013.basePlot.vst.41,NEON.PLA.D02.SCBI.01496,d99db366-6668-43b1-ab40-6c5e7bc9fcbb,SCBI_013.basePlot.vst,8/22/14,vst_SCBI_2014,D02,SCBI,SCBI_013,32,NaN,41,7.2,157.3,NA,NA,NA,NEON.DOC.000987vE,LITU,Liriodendron tulipifera L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4306653.075,746033.4733,0.78,38.874379,-78.163985,314.28,1.27,2017-07-31T15:20:00Z,2.26,47.18,20.92,12.014,4.052,2.7,2.0609,Live,17.5,21.68,22050.6,93.462309,0.458262919,distributed,basePlot,38.874379,-78.163985,WGS84,17N,746030.707,4306659.757,0.18,GeoXH 6000,314.28,0.27,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.163985, 38.874379)",746033.4855,4306653.115,-78.16395523,38.87431879,38.40000153,355.0362492,18.07118762,287.236372
CFC.SCBI013.QUMO4-3.20170731,SCBI_013.basePlot.vst.51,NEON.PLA.D02.SCBI.13010Z,a113add1-5c49-40c4-a179-9b684fc0fb3c,SCBI_013.basePlot.vst,7/31/17,vst_SCBI_2017,D02,SCBI,SCBI_013,41,NaN,51,12.8,337.3,NA,13007,NA,NEON.DOC.000987vG,QUMO4,Quercus montana Willd.,species,asmith@BattelleEcology.org,llemmon@field-ops.org,NA,17N,4306683.255,746038.505,0.78,38.874481,-78.163834,320.52,1.24,2017-07-31T16:45:00Z,2.26,50.99,22.59,14.424,3.912,3.556,1.2021,Live,26.14,21.48,22165.7,54.23244,0.279110265,distributed,basePlot,38.874481,-78.163834,WGS84,17N,746043.435,4306671.477,0.18,GeoXH 6000,320.52,0.24,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.163834, 38.874481)",746038.4954,4306683.285,-78.16388675,38.87458894,32.31999969,348.8318729,24.62431252,278.8502483
CFC.SCBI013.QURU-1.20170731,SCBI_013.basePlot.vst.51,NEON.PLA.D02.SCBI.01531,f53f5df4-7e9b-4fa9-963a-f7b319fd085f,SCBI_013.basePlot.vst,8/22/14,vst_SCBI_2014,D02,SCBI,SCBI_013,41,NaN,51,7.8,258.6,NA,NA,NA,NEON.DOC.000987vE,QURU,Quercus rubra L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4306669.905,746035.7985,0.78,38.874481,-78.163834,320.52,1.24,2017-07-31T14:15:00Z,2.78,51.18,18.42,10.488,3.056,2.388,1.7045,Live,27.5,19.91,15678.2,108.717838,0.48163323,distributed,basePlot,38.874481,-78.163834,WGS84,17N,746043.435,4306671.477,0.18,GeoXH 6000,320.52,0.24,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-78.163834, 38.874481)",746035.7889,4306669.935,-78.16392269,38.87446954,32.54999924,348.1624966,17.70393747,276.4738693
CFC.SCBI045.FRAM2-2.20170728,SCBI_045.basePlot.vst.57,NEON.PLA.D02.SCBI.03296,50ece2e2-d38f-40b5-9667-415005386796,SCBI_045.basePlot.vst,12/8/14,vst_SCBI_2014,D02,SCBI,SCBI_045,39,NaN,57,7.3,122.5,NA,NA,NA,NEON.DOC.000987vD,FRAM2,Fraxinus americana L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308537.587,748092.6046,0.77,38.890738,-78.139636,355.47,1.24,2017-07-28T19:35:00Z,2.22,47.56,21.43,10.303,2.911,2.645,1.601,"Live, insect damaged",17.42,26.51,18243.6,87.756802,0.447206704,tower,basePlot,38.890738,-78.139636,WGS84,17N,748086.405,4308541.522,0.17,GeoXH 6000,355.47,0.24,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.139636, 38.890738)",748092.5618,4308537.6,-78.139567,38.89070109,21.37000084,368.5106239,31.9919374,346.3023129
CFC.SCBI045.JUNI-1.20170725,SCBI_045.basePlot.vst.21,NEON.PLA.D02.SCBI.03301,e65966e0-ec25-4590-afdd-0daa86f87acb,SCBI_045.basePlot.vst,12/8/14,vst_SCBI_2014,D02,SCBI,SCBI_045,21,NaN,21,15.6,37.6,NA,NA,NA,NEON.DOC.000987vD,JUNI,Juglans nigra L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308514.941,748094.6691,0.8,38.890388,-78.139665,359.09,1.3,2017-07-25T16:57:00Z,2.46,47.57,19.3,9.581,3.367,3.226,2.1242,Live,13.15,15.6,24929.3,85.208971,0.413099706,tower,basePlot,38.890388,-78.139665,WGS84,17N,748085.124,4308502.627,0.2,GeoXH 6000,359.09,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.139665, 38.890388)",748094.6423,4308514.987,-78.13955121,38.89049698,21.20000076,378.6018715,6.313625008,300.1346869
CFC.SCBI047.JUNI-3.20170802,SCBI_047.basePlot.vst.43,NEON.PLA.D02.SCBI.02267,9e3180d7-2abb-4b1a-a314-e301831474dc,SCBI_047.basePlot.vst,11/24/14,vst_SCBI_2014,D02,SCBI,SCBI_047,23,NaN,43,11.7,252.8,NA,NA,NA,NEON.DOC.000987vD,JUNI,Juglans nigra L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308934.856,748292.4857,0.82,38.894248,-78.136991,398.44,1.27,2017-08-03T02:40:00Z,2.61,48.09,18.42,10.24,3.174,3.318,1.3394,Live,14.49,16.79,15710.3,85.25617,0.385827452,tower,basePlot,38.894248,-78.136991,WGS84,17N,748303.683,4308938.363,0.22,GeoXH 6000,398.44,0.27,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.136991, 38.894248)",748292.5062,4308934.903,-78.13712072,38.89422044,28.62000084,420.6693764,6.77837497,314.3440018
CFC.SCBI047.LITU-3.20170802,SCBI_047.basePlot.vst.23,NEON.PLA.D02.SCBI.02256,97b7b21d-15e5-4437-938a-ea1393d8ce8c,SCBI_047.basePlot.vst,11/24/14,vst_SCBI_2014,D02,SCBI,SCBI_047,23,NaN,23,6.2,43.3,NA,NA,NA,NEON.DOC.000987vD,LITU,Liriodendron tulipifera L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308923.082,748287.6955,0.82,38.894076,-78.137231,394.81,1.3,2017-08-03T03:15:00Z,2.53,48.39,19.12,10.992,3.726,2.516,1.3025,Live,19.51,21.88,22278.7,58.463914,0.319545644,tower,basePlot,38.894076,-78.137231,WGS84,17N,748283.484,4308918.579,0.22,GeoXH 6000,394.81,0.3,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.137231, 38.894076)",748287.7361,4308923.091,-78.13717993,38.89411548,25.68000031,417.404377,8.27549994,265.699934
CFC.SCBI047.SAAL5-1.20170802,SCBI_047.basePlot.vst.41,NEON.PLA.D02.SCBI.13015,ffa710a1-88eb-4b7f-b602-92af0a84b0a1,SCBI_047.basePlot.vst,8/2/17,vst_SCBI_2017,D02,SCBI,SCBI_047,41,NaN,41,5.2,11.7,NA,NA,NA,NEON.DOC.000987vG,SASSA,Sassafras sp.,genus,llemmon@field-ops.org,asmith@BattelleEcology.org,NA,17N,4308944.281,748286.5422,0.78,38.894261,-78.1372,396.95,1.21,2017-08-02T14:00:00Z,2.55,50.58,19.86,13.292,4.136,3.22,1.335,Live,28.68,16.74,23027.6,57.97391,0.421614452,tower,basePlot,38.894261,-78.1372,WGS84,17N,748285.515,4308939.151,0.18,GeoXH 6000,396.95,0.21,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.1372, 38.894261)",748286.5695,4308944.243,-78.13718571,38.89430618,22.52000046,412.8968754,12.03387499,275.2320652
CFC.SCBI049.JUNI-3.20170726,SCBI_049.basePlot.vst.41,NEON.PLA.D02.SCBI.02549,c1982dc5-8398-4657-92f6-785a01ccdb4b,SCBI_049.basePlot.vst,12/2/14,vst_SCBI_2014,D02,SCBI,SCBI_049,41,NaN,41,17.2,26.2,NA,NA,NA,NEON.DOC.000987vD,JUNI,Juglans nigra L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308987.273,748080.1946,0.77,38.894615,-78.13964,365.07,1.23,2017-07-26T17:54:00Z,2.4,48.63,20.3,12.564,3.64,3.468,2.1875,Live,17.86,16.27,25888,84.498609,0.389831415,tower,basePlot,38.894615,-78.13964,WGS84,17N,748072.637,4308971.817,0.17,GeoXH 6000,365.07,0.23,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.13964, 38.894615)",748080.2309,4308987.25,-78.13954655,38.89475154,27.01000023,390.0668774,6.555124998,203.0993118
CFC.SCBI049.LITU-1.20170726,SCBI_049.basePlot.vst.43,NEON.PLA.D02.SCBI.02574,334bd3ff-6019-4b92-b92d-5af745570bd7,SCBI_049.basePlot.vst,12/2/14,vst_SCBI_2014,D02,SCBI,SCBI_049,23,NaN,43,9.1,208.3,NA,NA,NA,NEON.DOC.000987vD,LITU,Liriodendron tulipifera L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308965.136,748088.7369,0.86,38.894621,-78.139404,371.52,1.49,2017-07-26T13:50:00Z,2.28,47.82,21.01,11.968,3.762,2.594,1.6588,Live,19.48,18.72,19852.7,83.555385,0.339091151,tower,basePlot,38.894621,-78.139404,WGS84,17N,748093.013,4308973.178,0.26,GeoXH 6000,371.52,0.49,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.139404, 38.894621)",748088.6988,4308965.166,-78.13945701,38.89455038,28.19000053,389.0268726,4.00331251,226.2726871
CFC.SCBI049.QURU-2.20170726,SCBI_049.basePlot.vst.43,NEON.PLA.D02.SCBI.02577,23ddf668-51f7-4dd5-8ea8-7bdd30d27c20,SCBI_049.basePlot.vst,12/2/14,vst_SCBI_2014,D02,SCBI,SCBI_049,23,NaN,43,13.7,232.5,NA,NA,NA,NEON.DOC.000987vD,QURU,Quercus rubra L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308964.808,748082.1822,0.86,38.894621,-78.139404,371.52,1.49,2017-07-26T15:52:00Z,2.1,49.62,23.64,10.307,3.113,2.297,1.6467,Live,29.98,24.64,14132,116.522785,0.448985713,tower,basePlot,38.894621,-78.139404,WGS84,17N,748093.013,4308973.178,0.26,GeoXH 6000,371.52,0.49,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.139404, 38.894621)",748082.1441,4308964.838,-78.13953262,38.89454929,27.68000031,389.4675026,5.302312478,240.6153755
CFC.SCBI067.JUNI-3.20170802,SCBI_067.basePlot.vst.59,NEON.PLA.D02.SCBI.02369,b01c1072-cc0a-406c-ad4b-5b8779603f68,SCBI_067.basePlot.vst,11/25/14,vst_SCBI_2014,D02,SCBI,SCBI_067,39,NaN,59,12.7,265,NA,NA,NA,NEON.DOC.000987vD,JUNI,Juglans nigra L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308928.766,748418.394,0.76,38.894136,-78.135527,407.54,1.18,2017-08-02T18:40:00Z,2.91,46.4,15.93,14.796,4.912,4.014,1.1908,"Live, physically damaged",10.93,21.44,21957.7,54.231545,0.345229467,tower,basePlot,38.894136,-78.135527,WGS84,17N,748431.014,4308929.836,0.16,GeoXH 6000,407.54,0.18,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.135527, 38.894136)",748418.3623,4308928.729,-78.13567349,38.8941293,27.10000038,428.4306259,14.31300014,348.0950661
CFC.SCBI067.LITU-1.20170802,SCBI_067.basePlot.vst.59,NEON.PLA.D02.SCBI.02392,587ca428-b50c-4b57-b5a7-05be3cc8b0a4,SCBI_067.basePlot.vst,11/25/14,vst_SCBI_2014,D02,SCBI,SCBI_067,39,NaN,59,5.4,206.3,NA,NA,NA,NEON.DOC.000987vD,LITU,Liriodendron tulipifera L.,species,gchapman@neoninc.org,choman@field-ops.org,NA,17N,4308925.032,748428.6531,0.76,38.894136,-78.135527,407.54,1.18,2017-08-02T19:32:00Z,2.12,46.73,22.01,9.788,3.138,2.504,1.4701,Live,18.98,21.44,25350.8,57.99028,0.289577875,tower,basePlot,38.894136,-78.135527,WGS84,17N,748431.014,4308929.836,0.16,GeoXH 6000,407.54,0.18,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-78.135527, 38.894136)",748428.6214,4308924.995,-78.13555668,38.89409279,25.87999916,426.8431282,15.58468753,196.9767499
CFC.SERC001.ACRU-2.20160728,SERC_001.basePlot.vst.25,NEON.PLA.D02.SERC.13192,08d65407-f48b-4eac-b137-6dcb03cf7aef,SERC_001.basePlot.vst,7/28/16,vst_SERC_2016,D02,SERC,SERC_001,NaN,NaN,25,14.7,278.8,NA,NA,NA,NEON.DOC.000987vE,ACRU,Acer rubrum L.,species,gchapman@neoninc.org,alandes@field-ops.org,NA,18N,4303303.806,366960.4919,0.78,38.868503,-76.533358,1.93,1.22,2016-07-28T14:15:00Z,1.85,47.6,25.8,6.51064,3.51464,0.889099739,1.1913,Live,8.66053763,11.61299364,17366.77,68.596521,0.502361474,distributed,basePlot,38.868503,-76.533358,WGS84,18N,366974.993,4303301.553,0.18,GeoXH 6000,1.93,0.22,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.533358, 38.868503)",366960.466,4303303.802,-76.53352613,38.86852102,28.79999924,24.4887501,4.291249968,107.0426254
CFC.SERC001.LIST2-1.20160728,SERC_001.basePlot.vst.51,NEON.PLA.D02.SERC.12785,b25a6cb8-429c-4d5f-999b-3e6bd6293f43,SERC_001.basePlot.vst,5/4/16,vst_SERC_2016,D02,SERC,SERC_001,31,NaN,51,17.3,220.5,NA,NA,NA,NEON.DOC.000987vC,LIST2,Liquidambar styraciflua L.,species,LLEMMON@FIELD-OPS.ORG,NA,NA,18N,4303317.038,366957.4086,0.74,38.86876,-76.533437,10.8,1.17,2016-07-28T13:45:00Z,1.6,46.7,29.3,4.46428,3.71303,0.181011741,1.0651,Live,13.77702018,16.07319021,15668.44,67.977412,0.352705477,distributed,basePlot,38.86876,-76.533437,WGS84,18N,366968.681,4303330.156,0.14,GeoXH 6000,10.8,0.17,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.533437, 38.86876)",366957.4455,4303317.001,-76.53356349,38.86863947,32.09000015,30.9331249,3.818624973,226.1404381
CFC.SERC001.LITU-3.20160728,SERC_001.basePlot.vst.51,NEON.PLA.D02.SERC.12792,663a0cc1-b4ad-4394-802f-e188a1588f66,SERC_001.basePlot.vst,5/4/16,vst_SERC_2016,D02,SERC,SERC_001,41,NaN,51,2.3,184.4,NA,NA,NA,NEON.DOC.000987vC,LITU,Liriodendron tulipifera L.,species,LLEMMON@FIELD-OPS.ORG,NA,NA,18N,4303327.9,366968.4676,0.74,38.86876,-76.533437,10.8,1.17,2016-07-28T15:00:00Z,2,50.1,24.5,4.85176,2.45876,0.791946523,1.4502,Live,12.40523435,12.19848044,22911.35,63.296139,0.332904825,distributed,basePlot,38.86876,-76.533437,WGS84,18N,366968.681,4303330.156,0.14,GeoXH 6000,10.8,0.17,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.533437, 38.86876)",366968.5045,4303327.863,-76.53343816,38.86873899,33.02000046,33.96312547,2.489312526,258.0150633
CFC.SERC002.LITU-1.20160727,SERC_002.basePlot.vst.49,NEON.PLA.D02.SERC.11271,3a170b92-b412-4e4f-a438-6bd7cd3674e0,SERC_002.basePlot.vst,3/31/16,vst_SERC_2016,D02,SERC,SERC_002,40,NaN,49,3.9,109.9,NA,NA,NA,NEON.DOC.000987vC,LITU,Liriodendron tulipifera L.,species,RCUMBERLAND@FIELD-OPS.ORG,NA,NA,18N,4306292.934,364803.292,0.79,38.89513,-76.559014,8.3,1.34,2016-07-27T15:50:00Z,1.4,49.8,34.4,4.83792,4.52892,0.324700214,2.1641,"Live, disease damaged",15.57784544,15.15682259,26250.88,82.439141,0.358561842,distributed,basePlot,38.89513,-76.559014,WGS84,18N,364799.593,4306294.273,0.19,GeoXH 6000,8.3,0.34,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.559014, 38.89513)",364803.2601,4306292.946,-76.55897184,38.89511871,36.27999878,40.79187536,4.161624968,138.5430613
CFC.SERC002.QUAL-2.20160727,SERC_002.basePlot.vst.49,NEON.PLA.D02.SERC.11273,93f09f40-7cc5-4333-b9c5-04a743414438,SERC_002.basePlot.vst,3/31/16,vst_SERC_2016,D02,SERC,SERC_002,31,NaN,49,17,168.9,NA,NA,NA,NEON.DOC.000987vC,QUAL,Quercus alba L.,species,RCUMBERLAND@FIELD-OPS.ORG,NA,NA,18N,4306277.58,364802.8977,0.79,38.89513,-76.559014,8.3,1.34,2016-07-27T16:45:00Z,1.9,47.9,25.6,4.22092,2.08367,0.62180044,1.593,Live,11.12080406,15.23962038,19598.43,81.282021,0.50823124,distributed,basePlot,38.89513,-76.559014,WGS84,18N,364799.593,4306294.273,0.19,GeoXH 6000,8.3,0.34,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.559014, 38.89513)",364802.8659,4306277.591,-76.55897336,38.89498033,34.56999969,40.71125007,3.439750014,183.8904378
CFC.SERC003.FAGR-3.20160726,SERC_003.basePlot.vst.49,NEON.PLA.D02.SERC.11313,009e2498-ac44-4bc0-a584-e5cb8a989352,SERC_003.basePlot.vst,4/26/16,vst_SERC_2016,D02,SERC,SERC_003,40,NaN,49,5.8,145.1,NA,NA,NA,NEON.DOC.000987vC,FAGR,Fagus grandifolia Ehrh.,species,gchapman@neoninc.org,NA,NA,18N,4306804.07,366125.9324,0.84,38.899968,-76.543864,10.26,1.29,2016-07-26T17:45:00Z,1.8,48.4,27.5,2.63008,1.19708,0.783110646,1.3505,Live,14.62033462,18.73873874,22568.03,59.841289,0.481272941,distributed,basePlot,38.899968,-76.543864,WGS84,18N,366122.584,4306808.836,0.24,Geo 7X (H-Star),10.26,0.29,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.543864, 38.899968)",366125.9024,4306804.079,-76.54382516,38.89992573,28.96999931,27.43625021,2.029687501,301.5677481
CFC.SERC003.LIST2-2.20160726,SERC_003.basePlot.vst.25,NEON.PLA.D02.SERC.13195,7482759a-00e5-4ff7-aae9-4f5d0974f4d8,SERC_003.basePlot.vst,7/26/16,vst_SERC_2016,D02,SERC,SERC_003,NaN,NaN,25,5.4,358.2,NA,NA,NA,NEON.DOC.000987vE,LIST2,Liquidambar styraciflua L.,species,gchapman@neoninc.org,alandes@field-ops.org,NA,18N,4306782.979,366151.7559,0.79,38.899691,-76.54352,7.28,1.28,2016-07-26T16:45:00Z,1.3,43.5,33.5,2.2282,2.92745,0.131687249,1.193,"Live, disease damaged",8.828158631,12.82184944,17505.11,68.151528,0.393911378,distributed,basePlot,38.899691,-76.54352,WGS84,18N,366151.928,4306777.591,0.19,Geo 7X (H-Star),7.28,0.28,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.54352, 38.899691)",366151.7584,4306782.988,-76.54352298,38.89973968,4.510000229,10.76500005,2.212812498,177.6830633
